17639420.0,9963834.0,113.3372,4076528.0,94.41114,3
17639390.0,9963885.0,113.3396,4076542.0,94.41154,3
17639350.0,9963929.0,113.3421,4076556.0,94.41194,3
17639300.0,9963967.0,113.3448,4076570.0,94.41235,3
17639240.0,9963999.0,113.3478,4076583.0,94.41278,3
17639180.0,9964024.0,113.351,4076597.0,94.41320999999999,3
17639110.0,9964042.0,113.3543,4076611.0,94.41364,3
17639030.0,9964054.0,113.3578,4076625.0,94.41408,3
17638950.0,9964060.0,113.3615,4076639.0,94.41452,3
17638850.0,9964059.0,113.3653,4076653.0,94.41498,3
17638750.0,9964052.0,113.3693,4076667.0,94.41543,3
17638640.0,9964039.0,113.3734,4076681.0,94.4159,3
17638520.0,9964020.0,113.3777,4076695.0,94.41637,3
17638400.0,9963996.0,113.3821,4076709.0,94.41686,3
17638270.0,9963965.0,113.3866,4076722.0,94.41734,3
17638130.0,9963929.0,113.3911,4076736.0,94.41784,3
17637980.0,9963886.0,113.3958,4076750.0,94.41834,3
17637830.0,9963838.0,113.4006,4076764.0,94.41885,3
17637670.0,9963786.0,113.4054,4076778.0,94.41937,3
17637510.0,9963727.0,113.4104,4076792.0,94.41989000000001,3
17637340.0,9963663.0,113.4154,4076805.0,94.42041,3
17637160.0,9963593.0,113.4205,4076819.0,94.42095,3
17636980.0,9963518.0,113.4257,4076833.0,94.42149,3
17636790.0,9963438.0,113.4309,4076847.0,94.42203,3
17636600.0,9963353.0,113.4361,4076860.0,94.42258000000001,3
17636400.0,9963263.0,113.4415,4076874.0,94.42314,3
17636190.0,9963167.0,113.4468,4076888.0,94.42371,3
17635980.0,9963067.0,113.4523,4076902.0,94.42428000000001,3
17635760.0,9962962.0,113.4577,4076915.0,94.42485,3
17635540.0,9962852.0,113.4632,4076929.0,94.42543,3
17635300.0,9962737.0,113.4688,4076943.0,94.42602,3
17635060.0,9962618.0,113.4744,4076956.0,94.42661,3
17634820.0,9962493.0,113.48,4076970.0,94.42721,3
17634580.0,9962365.0,113.4857,4076983.0,94.42782,3
17634330.0,9962231.0,113.4914,4076997.0,94.42843,3
17634070.0,9962093.0,113.4972,4077011.0,94.42905,3
17633810.0,9961950.0,113.503,4077024.0,94.42967,3
17633540.0,9961804.0,113.5088,4077038.0,94.43029,3
17633270.0,9961652.0,113.5146,4077051.0,94.43092,3
17632990.0,9961497.0,113.5205,4077065.0,94.43155,3
17632710.0,9961338.0,113.5264,4077078.0,94.43219,3
17632420.0,9961174.0,113.5323,4077092.0,94.43283000000001,3
17632130.0,9961007.0,113.5382,4077105.0,94.43348,3
17631830.0,9960835.0,113.5442,4077119.0,94.43413000000001,3
17631530.0,9960660.0,113.5501,4077132.0,94.43479,3
17631220.0,9960480.0,113.5561,4077145.0,94.43545,3
17630910.0,9960297.0,113.5621,4077159.0,94.43611999999999,3
17630600.0,9960111.0,113.5681,4077172.0,94.43679,3
17630270.0,9959921.0,113.5741,4077186.0,94.43746,3
17629940.0,9959727.0,113.5801,4077199.0,94.43814,3
